"restaurant_name","cnt","rating"
"Ajmer Food Express",1,3.5
"Ajmer Pizza Point",1,3.9
"Ajmeri Bakery",1,4.0
"Ajmeri Chicken Shawarma",1,4.3
"Ajmeri Darbar",1,4.0
"Ajnabee Sweets",2,4.1
"Ajnabee Sweets",2,4.3
"Ajnabi Mithaai",1,4.3
"Ajnabi Mithai Ghar",1,4.1
"Ajooba Haji Biryani",1,3.7
"Ajouter Bakers",1,3.7
"AJ'S Bistro",1,4.0
"Ajwa Restaurant",1,4.1
"Ajwaa Restaurant",1,3.7
"Ak Amritsari Dhaba",1,3.9
"AK Biryani House",2,3.3
"AK Biryani House",2,4.3
"AK Laziz Food Hub",1,3.6
"AK Pizza Wala",1,4.0
"AK Restaurant And Catering",1,4.1
"Aka Saka",1,4.1
"Akam Dhaba",1,3.6
"Akansha Food Corner",1,3.1
"Akash Deep Restaurant",1,4.1
"Akash Sweets & Restaurant",1,4.2
"Akathiyan Mess & Tea Shop",1,4.2
"Akbar Fast Food",1,3.6
"Akbari Restaurant",1,3.8
"Akhand Maggi",1,4.2
"Akhand Restaurant And Bhojanalaya",1,3.9
"Akhila Chat",1,4.3
"Akhni Biryani House",1,4.0
"Akhtar's Samosa",1,4.5
"Akkad Bakkad Bombay Boo",1,3.8
"Akkis Bistro",1,3.8
"AKM Canteen",1,3.6
"Akram Grill",1,3.7
"Akram Qureshi Foods",1,4.1
"Akrist Kitchen",1,3.4
"Aksh Cafe",1,3.2
"Akshar Pavbhaji & Chinese",1,3.8
"Akshar Sweet & Farsan",1,4.4
"Akshaya Deluxe",1,4.3
"Akshaya Park Restaurant",1,3.8
"Akson Restaurant",1,4.3
"Akss - India Reimagined",1,4.5
"AKU'S - The Burger Co.",1,4.4
"Al - Arabian Chicken Shawarma",1,4.0
"AL - Baik",3,3.3
"AL - Baik",3,4.0
"AL - Baik",3,4.5
"Al - Baike",1,3.8
"Al - Baike - Arabecue",1,3.9
"Al - Bake",1,4.0
"Al - Cafe Coffee D Lite",1,4.2
"Al - Hamoor Arabian Restaurant",1,4.0
"Al - Hamza Food",1,4.4
"Al - Haq Laziz",1,3.9
"Al - Harmain Shawarma",1,4.4
"Al - Helal Restaurant",1,4.1
"Al - Hind Biryani",1,3.7
"Al - Jawahar",1,3.7
"Al - Karim Restaurant",1,4.2
"AL - Rahim Rumali Roti & Street Food",1,3.7
"AL - Sheeris",1,4.0
"Al - Tazz",1,3.4
"Al Ajaib Restaurant",1,4.1
"Al Akbar Fast Food Corner",1,4.2
"AL Akbar Foods",1,3.5
"Al Ammar Arabian Cafeteria",1,4.1
"Al Aqwan Bait Al Mandi",1,4.1
"Al Arab Mandi Restaurant",1,3.9
"Al Arabi Falafel",1,4.3
"Al Arabia Shawarma",1,4.2
"Al Arabian Express",1,4.1
"Al Arabian Wraps",1,4.1
"Al Armaan Hotel",1,4.0
"Al Azeem Cafe",1,3.8
"Al Azeez",1,3.5
"Al Baha Bakers And Restaurant",1,3.5
"Al Baik",5,3.5
"Al Baik",5,3.6
"Al Baik",5,3.9
"Al Baik",5,4.0
"Al Baik",5,4.3
"Al Baik Candle Light",1,3.8
"Al Baik Chicken",1,4.3
"Al Baik Chicken Restaurant",1,3.8
"Al Baik Fast Food",2,3.9
"Al Baik Fast Food",2,4.1
"Al Baik Fast Food Corner",1,3.8
"Al- Baik Halal & Trusted",1,3.0
"Al- Baik Restaurant",1,4.3
"Al Baik The Taste Of Middle East",1,3.7
"Al Baik Xpress",4,3.7
"Al Baik Xpress",4,3.9
"Al Baik Xpress",4,4.2
"Al Baik Xpress",4,4.2
"Al Baik. In",1,3.6
"Al Baik.com",3,4.0
"Al Baik.com",3,4.3
"Al Baik.com",3,4.4
"Al Baike- Aminabad",1,4.1
"Al Baike Fried Chicken",2,3.8
"Al Baike Fried Chicken",2,4.1
"Al Baiks Chicken",1,3.5
"Al Baith",1,4.3
"Al BaKe [Ad Mall]",1,3.8
"Al Bake Arabian Knights",1,3.7
"Al Bake Fish & Chicken",1,4.0
"AL Barkat Hotel",1,4.0
"Al Barkat Nasta House",1,4.3
"Al Basheer Restaurant",1,3.8
"Al Bawarchi Biryani",1,3.5
"Al Bawarchi's",1,3.0
"Al Bilal Hotal",1,3.8
"Al Chand Foods",1,3.9
"Al Chef Cafeteria",1,3.8
"Al Dajaj",1,4.1
"Al Faham",1,3.9
"Al Falak",1,4.0
"Al Farooj Sonu Kabab",1,3.9
"Al Fateh Pizza",1,3.0
"Al Fresco",1,3.3
"Al Gaf Grills And Shawarma",1,3.4
"Al Gulzar",1,4.3
"Al Hamd Biryani",1,3.9
"Al Hamd Kuzhimanthi Restaurant",1,4.2
"AL Haram",1,4.2
"Al Hashmi Arabian Shawarma & Fast Food",1,3.9
"Al Hashmi Fast Food",1,4.2
"Al Hassan Restaurant",1,4.0
"Al Hiba Barbeque",1,4.0
"Al Ibrahim Hotel",1,3.6
"Al Jabbar Dairy & Sweets",1,3.2
"Al Jannah Arabian Restaurant",1,3.9
"Al Kadeer Chicken Point",1,4.1
"Al Kai Cafe",1,4.0
"Al Karam",1,4.2
"Al Karam Kitchen",1,3.9
"Al Karam Restaurant",1,3.8
"Al Kareem Biryani King",1,3.7
"Al Kareem Family Restaurants",1,4.0
"Al Kareem Hotel",1,4.3
"Al Kareem Restaurant",2,3.9
"Al Kareem Restaurant",2,3.9
"AL Karim Fast Food",1,4.4
"Al Lazeez Capital",1,3.6
"Al Lazeez Shawarma",1,4.5
"Al- Laziz",1,3.6
"Al Laziz Biryani",2,3.2
"Al Laziz Biryani",2,3.8
"Al Maas Biriyani House",1,3.8
"Al Maaz",1,3.4
"Al Madina Biryani House",1,3.6
"Al Madina Chicken Haleem",1,3.6
"Al Madina Chinese Fast Food",1,4.0
"Al Madina Fast Food Centre",1,4.1
"Al Mahir Hasan Foods",1,3.9
"Al Makka Hotel Famous Old Delle",1,3.3
"Al Moghal Biriyani",1,3.9
"Al Muhsi Foods",1,4.2
"Al Nafees Restaurant & Takeaway",1,3.2
"Al Nawab Chicken Biryani",1,4.1
"Al Nayaab",1,3.9
"Al Nazir - Mughlai Restaurant",1,4.3
"Al Naztha Tasty Food",1,4.2
"Al Nizami Restaurant",1,4.3
"Al Osra",1,3.3
"Al Qadri",1,3.5
"Al Quresh Restaurant",1,3.8
"Al Rabea Al Arabi Cafeteria",1,4.4
"Al Rabea Mandi House",1,4.2
"Al Rahman",1,4.1
"Al Rasheed Restaurant",1,3.8
"Al Rasul",1,3.4
"Al Rehmani Canteen",1,2.7
"Al Rehmaniya",1,3.7
"Al Ruba Kitchen",1,3.7
"Al Saba Restaurant",1,3.8
"Al Saud Bait Al Mandi",1,4.2
"Al Sham",1,4.0
"AL Sheeris Kolkata Kathi Roll",1,3.5
"Al Souk",1,4.2
"Al Taaza",1,4.3
"Al Taj Biriyani",1,4.2
"Al Taza",2,4.3
"Al Taza",2,4.5
"Al Umar Take Away",1,4.0
"Al Yamin",1,4.3
"Al Yaseen",1,3.4
"Al Zaaffran Family Restaurant",1,3.9
"Al Zaika Chicken Biryani",1,3.8
"Al Zaika Dhaba",1,4.0
"Al Zaiqa Restaurant",1,4.1
"Al Zameer Restaurant",1,3.9
"Al Zayka Sufyan Chicken Corner",1,3.9
"Aladdin Arabian Family Restaurant",1,3.7
"Aladdin Shawarma",2,3.5
"Aladdin Shawarma",2,4.3
"Aladin's Fast Food",1,3.0
"Alakar Restaurant",1,4.1
"Al-al-Huda - Halal & Hygiene",1,3.2
"Alam BBQ & Kebabs",1,3.5
"Alam Biryani",1,4.0
"ALAM Grilled Wraps",1,3.8
"Alam Muradabadi And Hyderabadi Chicken Biryani Corner",1,3.7
"Alam Seek Kabab Center",1,4.4
"Alamgir Hotel",1,4.2
"Alankar Hot Grill Restaurant",1,4.0
"Alankar Pure Veg Restaurant",1,3.5
"Alankar Restaurant",1,4.2
"Al-Arab Shawarma",1,4.2
"Alaska Restaurant & Cafe",1,3.9
"Alav",1,4.1
"Alaya Bakery & sweets",1,4.2
"Alba Bistro",1,3.9
"ALBA Premier",1,4.1
"Albaik",2,3.9
"Albaik",2,4.0
"Al-Baik",4,3.4
"Al-Baik",4,4.0
"Al-Baik",4,4.0
"Al-Baik",4,4.2
"Albaik Albrost",1,4.0
"AL-Baik Arabian Cafeteria",1,4.2
"Albaik Feasto Express",1,3.5
"Albaik Murga",1,4.4
"Al-Baik Zone",1,4.1
"Al-Baik.com",5,3.7
"Al-Baik.com",5,3.7
"Al-Baik.com",5,4.0
"Al-Baik.com",5,4.1
"Al-Baik.com",5,4.2
"Al-Baik.in",1,3.6
"Al-Baik's Broasted",1,4.2
"Al-Bake.In",1,3.4
"Al-Beik",1,4.3
"Al-Beik's Restaurant",1,4.2
"Al-Bek",1,4.2
"Albela Biryani",2,4.0
"Albela Biryani",2,4.1
"Albion Bakers And Cafe",1,4.0
"Al-Birians",1,3.6
"Albiya Muradabi And Hyderabadi Chicken Biryani Corner",1,4.1
"Alchemist Roastery Coffee Company",1,4.2
"Al-Chick Baik",1,4.1
"Al-Diwan",1,4.1
"Alex's Kitchen",1,4.2
"Alfa Alankar Mandi House",1,3.9
"Alfa Fast Food & Falooda",1,4.0
"Alfa Food Zone",1,4.1
"Alfa Foods",1,4.1
"Alfa MadrEat",1,4.2
"Alfa Shawarma",1,4.1
"Alfa Southin Cafeteria",1,4.0
"Alfahami Restaurant",1,4.0
"Al-Fateh Restaurant",1,4.0
"Alfiya Restaurant",1,4.2
"Alfresco",1,3.9
"Al-Gazal Baik",1,3.8
"Al-Ghausia Restaurant",1,3.8
"Algu Food Center",1,4.0
"Al-Habib Non Veg Take Away",1,3.3
"Alhamdulilah Juice Centre",1,4.0
"Alhamdulillah Hotel",1,4.2
"Alhamdulillah Multicuisine Restaurant",1,3.8
"Al-Hamza",1,4.1
"Al-Hassan Family Restaurant",1,4.0
"Al-Hifazat Kabab's & Caterers",1,3.9
"Ali Baba & 41 Dishes",2,3.4
"Ali Baba & 41 Dishes",2,4.0
"Ali Baba Biryani",1,3.4
"Ali Baik",1,4.0
"Ali Baik Fried Chicken",1,4.1
"Ali Baik The Mughal Dining",1,3.8
"Ali Beef Center",1,3.8
"Ali Darbar",1,4.0
"Ali Express Fresh Juices",1,4.0
"Ali Zaika",1,3.8
"Alia Biryani",1,3.6
"Alibaba",1,4.0
"Alibaba & 41 Dishes",1,4.0
"Alibaba Shawarma and 40 Dishes",1,4.2
"Alif Paradise Biriyani",1,3.4
"Alif Peri Peri Chicken",1,3.6
"Alif Peri Peri Grill Chicken",1,3.5
"Alif Royal Restaurant",1,3.8
"Aligarh House - Mughlai Biryani",2,3.5
"Aligarh House - Mughlai Biryani",2,3.8
"Alimento",2,3.5
"Alimento",2,4.1
"Alina Resort",1,3.8
"Alinea Restaurant & Banquet",1,4.2
"Ali-Noor Biryani Centre",1,3.2
"Al-Insh Restro",1,3.4
"Ali's Burger Adda",1,2.9
"Ali's cakes and bakes",1,4.2
"Ali's Kitchen",1,4.1
"Alishan",2,3.8
"Alishan",2,3.8
"Alishan Biryani",2,3.5
"Alishan Biryani",2,3.7
"Alishan Restro",1,4.1
"Al-Kabeer Delicious",1,4.3
"Al-Karim",1,3.3
"Alkauser",1,4.0
"All About Chicken",1,4.3
"All About Pizza's",1,3.5
"All Baked",1,4.4
"All 'Bout Desserts",1,4.0
"All Day Breakfast Company",1,4.5
"All Day Coffee Company",1,3.7
"All In 49",1,3.6
"All In One Bite",1,3.0
"All Seasons - A Multicuisine Restaurant",1,4.1
"All Spice",1,3.8
"All That Bakes",1,4.1
"All That's Coffee",2,3.8
"All That's Coffee",2,4.0
"Al-Labbaik Shawarma",1,3.6
"Allahabad Cafe",1,3.7
"Allahabad Kabab Paratha",1,4.3
"Allen Kitchen-Saveurs De Calcutta",1,4.1
"Allhabad Cakes And Bakery",1,3.7
"Alminar Halal Foods",1,4.1
"Almond House",1,4.6
"Almost Cafe",1,3.5
"Al-Naimat",1,4.3
"Al-Noor Biryani Centre",1,4.1
"Al-Noor Non Veg Point",1,3.7
"Aloha - The Cake Boutique",1,4.3
"Alok Bakery & Namkeen",1,3.8
"Aloo Pitika",1,3.9
"Alopaz",1,4.0
"Alpha Hotel",1,4.1
"Alpha Restaurant",1,4.1
"Alpine",1,4.1
"Al-Qhadriya Biryani Hotel",1,4.3
"Al-Qureshi",1,4.1
"Alshad Chicken Biryani",1,4.3
"Al-Shakiess & More",1,3.6
"Altaf's Saffron Restaurant",1,4.0
"Al-Tavuk",1,4.1
"Alveena Food City",1,4.2
"Alvin Pizza",1,3.5
"Al-Wahab Tandoori Restaurant",1,4.1
"Al-Zaika Chicken Corner",1,3.4
"Al-Zaika Restaurant",1,3.5
"Am 2 Pm Food Take Away",1,3.7
"AM 2 PM Restaurant",2,3.8
"AM 2 PM Restaurant",2,4.1
"AM Biryani",3,4.0
"AM Biryani",3,4.2
"AM Biryani",3,4.3
"AM Briyani",2,3.8
"AM Briyani",2,4.2
"Am Grill'z",1,3.8
"AM PM",1,3.4
"Am Pm Fast Food",1,3.5
"Am To Pm Diet",1,3.9
"AM:PM Restaurant",1,3.1
"Amadora Gourmet Ice Cream & Sorbet",1,4.5
"Amal Fried Chicken And Wrap",1,4.4
"Aman Chicken Ludhiana Wale Since 1985",1,4.0
"Aman E Khas",1,4.0
"Aman Momos",1,3.9
"Aman Sweets And Mathi House",1,3.8
"Aman Vegetarian",1,3.9
"Amans Grill Kitchen",1,3.5
"Amantaran By Hotel The Marvellous",1,3.4
"Amantran",2,3.9
"Amantran",2,4.2
"Amantran Bengali Restaurant",1,4.2
"Amantran Fast Food",1,3.6
"Amar Adda",1,4.1
"Amar Bakery & Cake Shop",1,3.9
"Amar Bakery Sweets & Cake Shop",1,4.0
"Amar Bhandari Tiffin House",1,3.7
"Amar Chat",2,3.8
"Amar Chat",2,4.3
"Amar Fast Food & Restaurant",1,4.2
"Amar Fast Food Restaurant",1,3.6
"Amar Fish",1,3.3
"Amar Fish & Chicken",1,3.8
"Amar Jyot Restaurant",1,3.9
"Amar Jyoti Restaurant - Since 1965",1,4.3
"Amar Punjabi Dhaba",1,3.8
"Amar Punjabi Express",1,4.2
"Amar Punjabi Foods",1,4.4
"Amar Restaurant",2,3.6
"Amar Restaurant",2,3.9
"Amar Restro Cafe",1,3.7
"Amar Swad Ghar",1,3.8
"Amaravathi Andhra Home Foods",1,4.1
"Amaravathi Biryani Point",1,3.1
"Amaravathi Bistro",1,4.1
"Amaravathi Family Restaurant",1,4.1
"Amaravathi Food Court",1,4.1
"Amaravathi Restaurant",1,4.1
"Amardeep Restaurant",1,3.9
"Amarpali Restaurant",1,4.0
"Amay Tiffin Corner",1,4.1
"Amaya - Fern Residency",1,3.9
"Amazing Bakery",2,2.8
"Amazing Bakery",2,2.8
"Amazing Blazing Cakes",1,4.2
"Amazing Food Cafe",1,3.9
"Amazing Momos",1,4.0
"Amazing Treat Cafe & Restro",1,4.0
"Amba Bhawani Hotel",1,3.8
"Amba Gelato",1,4.0
"Ambadi Restaurant",1,3.7
"Ambala Chaat House",1,4.3
"Ambalay Walay Golgappe",1,3.9
"Ambaliya Eggs Zone",1,3.8
"Ambara Multi Cuisine Restaurant",1,4.0
"Ambaram Fast Food",1,3.7
"Ambee's Restaurant",1,4.1
"Amber",1,4.1
"Amber Family Restaurant",1,3.5
"Amber Restaurant",1,4.0
"Amberwalla",1,3.7
"Ambey Bakers",1,3.8
"Ambey Burger & Sandwich",1,4.0
"Ambey Burger & Shake",1,3.4
"Ambey Maa Sweets Restaurant",1,3.5
"Ambhal Chettinad Hotel",1,4.3
"Ambica Dalvada And Khiru",1,4.5
"Ambica Dalvada Center",1,4.6
"Ambica Dalvada Centre",1,4.4
"Ambica Dughdhalay",1,4.4
"Ambica Pride",1,3.8
"Ambika Bakers",1,4.1
"Ambika Dairy & Sweets",1,4.3
"Ambika Dalwada",1,4.4
"Ambika Dalwada & Khiru",1,4.3
"Ambika Patisserie",1,4.2
"Ambika Snacks",1,4.2
"Ambika Sweets",1,4.3
"Ambika Tiffin Center",1,4.4
"Ambi's Kitchen",1,4.5
"Amboli Spice",1,4.0
"Amboo Kitchen",1,4.4
"Ambrocia Restaurant",1,4.1
"Ambrosia",2,3.6
"Ambrosia",2,4.0
"Ambrosia Kitchens",1,3.8
"Ambrosia Restaurant",2,3.8
"Ambrosia Restaurant",2,4.0
"Ambrosia Sweets",1,4.3
"Ambur Biryani Point",1,4.0
"Ambur Briyani Since 1967",1,3.9
"Ambur Chicken & Mutton Biriyani",1,3.7
"Ambur Darbar Biriyani Point",1,4.1
"Ambur Hot Dum Biryani",1,4.2
"Ambur Star Biryani",2,4.1
"Ambur Star Biryani",2,4.1
"Ambur Star Briyani",5,3.6
"Ambur Star Briyani",5,4.0
"Ambur Star Briyani",5,4.1
"Ambur Star Briyani",5,4.1
"Ambur Star Briyani",5,4.2
"Ambur Star Briyani Since 1890",2,4.1
"Ambur Star Briyani Since 1890",2,4.4
"Amdavadi",1,3.7
"Amdavadi Tawa Fry",1,3.9
"Amdos Kitchen",1,4.0
"Ame Gujarati",1,3.9
"Ameer Mahals",1,3.9
"Ameerpet Bawarchi",1,3.8
"Amelie’s Bake Shop",1,4.0
"Amelie's",1,3.9
"Amer Bakery Hut",1,4.1
"American Brew - All day American Breakfast & Cafe",1,4.0
"American Cuisine",2,3.9
"American Cuisine",2,4.0
"American Diner",1,3.3
"American Food",1,3.4
"American Fried Chicken",1,4.1
"American Hotdog 24x7",1,3.1
"American Inn Cafe",1,4.1
"American Pizza Point",1,3.3
"American Waffle Co.",1,4.3
"American Waffle House",2,3.8
"American Waffle House",2,4.2
"Americano Pizza",1,3.0
"Ameriya Bakers",1,3.7
"Ameya Savaji Family Hotel",1,3.8
"Amfah Hotel",1,4.0
"Ami Kolkata Express",1,4.5
"Amici Cafe",1,4.2
"Amigo Cafe",1,4.0
"Amigo's",1,3.7
"Amigos Cafe",2,3.5
"Amigos Cafe",2,4.0
"Amigos Cafe N Dine",1,4.0
"Amigos Grill Cafe",1,3.1
"Amigo's Hub",1,3.8
"Amigos Pizzeria Inn",1,4.0
"Amigo'z Pizza",1,3.9
"Amin Biryani Center",1,3.8
"Aminia",2,4.1
"Aminia",2,4.3
"Aminia Restaurant",1,4.1
"Amin's Food & Restaurant",1,3.5
"Amir Punjabi Restaurant By Khana Khazana",1,4.0
"Amirtham Veg- Ramyas Hotel",1,4.1
"Ami's Kitchen",1,4.0
"Amish Niramish",1,3.9
"Amisha Juice & Fast Food",1,4.0
"Amit Cake Shop",1,3.5
"Amit Fast Food Center",1,4.1
"Amit South Indian Tiffin",1,4.3
"Amit Special Chaat",1,4.3
"Amit Special Masala Dosa",1,4.0
"Amit Spicy Chat",1,4.0
"Amit Sweets",1,4.0
"Amit Sweets & Baker's",1,4.4
"Amju Food Yummy",1,2.9
"Amma Cheyyi - Curry's Point",1,4.0
"Amma Fast Food Center",1,4.2
"Amma Ki Rasoi",2,3.4
"Amma Ki Rasoi",2,3.7
"Amma Kitchen",1,4.3
"Amma Mess",1,4.4
"Amma Restaurant",1,4.2
"Ammas Cakes",1,4.0
"Amma's Food Restaurant",1,3.6
"Amma's Kitchen",2,4.2
"Amma's Kitchen",2,4.3
"Amma's Pastries",3,3.7
"Amma's Pastries",3,3.8
"Amma's Pastries",3,4.1
"Amma's South Corner",1,3.9
"Ammavin Aduppankarai",1,4.0
"Ammayi Veedu Pot Cook",1,4.1
"Ammi Ki Rasoi",1,3.1
"Ammikal Restaurant",1,3.9
"Ammini",1,4.3
"Ammiyummi",1,3.9
"Ammulu's",1,4.0
"Ammy Bakery",1,3.7
"Ammys Cakes & Bakes",1,3.1
"Amore Gelato",2,4.0
"Amore Gelato",2,4.2
"Amote Patisserie",1,4.1
"Amour Bistro",1,4.5
"AMPM - Khao Piyo Jiyo",1,3.7
"AMR Hotel",1,3.9
"Amrapali Cafe",1,4.3
"Amrapali Restaurant",1,4.4
"Amravati Curry House",1,3.9
"Amrik Hotel",1,4.0
"Amrin Biryani",1,3.8
"Amrit Bhandar",1,4.3
"Amrit Bhog",1,3.4
"Amrit Bhojnalaya",1,3.7
"Amrit Confectioners",1,4.2
"Amrit Ghoont",1,4.3
"Amrit Ice Cream Parlour",1,4.4
"Amrit Mattha",1,4.5
"Amrit Punjabi Dhaba",1,3.9
"Amrit Sagar Sweets Namkeen",1,4.0
"Amrit Sweets",1,4.3
"Amrita Bakeries & Sweets",1,3.7
"Amrita Cafe",1,4.0
"Amritam Foods",1,3.6
"Amritsar 0 Km",1,4.2
"Amritsar Haveli",1,3.9
"Amritsar Punjab Paratha",1,3.9
"Amritsare Naan",1,3.3
"Amritsari Adda",1,4.0
"Amritsari By Kalra's",1,4.1
"Amritsari Chaap Corner",2,3.9
"Amritsari Chaap Corner",2,4.1
"Amritsari Chole Bhature",1,3.6
"Amritsari Chole Kulche",1,3.1
"Amritsari Dhaba",2,3.6
"Amritsari Dhaba",2,3.8
"Amritsari Express",4,3.8
"Amritsari Express",4,3.9
"Amritsari Express",4,3.9
"Amritsari Express",4,4.2
"Amritsari Fast Food",1,3.8
"Amritsari Food",1,4.2
"Amritsari Golgappe",1,3.8
"Amritsari Haveli",5,3.5
"Amritsari Haveli",5,3.5
"Amritsari Haveli",5,3.5
"Amritsari Haveli",5,3.8
"Amritsari Haveli",5,4.1
"Amritsari Kitchen",1,3.2
"Amritsari Kulcha",1,3.9
"Amritsari Kulcha - Jain Bakers",1,3.5
"Amritsari Kulcha and Delhi Chaap",1,4.1
"Amritsari Kulcha Factory",1,4.2
"Amritsari Kulcha Junction",1,4.0
"Amritsari Kulcha King",1,3.9
"Amritsari Kulcha Point",2,3.8
"Amritsari Kulcha Point",2,3.9
"Amritsari Kulche Wale",1,4.1
"Amritsari Lovely Dhaba",1,3.7
"Amritsari Pizza",1,3.9
"Amritsari Punjabi Dhaba 2",1,3.9
"Amritsari Punjabi Paratha",1,3.6
"Amritsari Restaurant",1,3.8
"Amritsari Roasted Chicken",1,3.7
"Amritsari Shahi Nutry Kulcha",1,3.0
"Amritsari Special Kulcha",1,3.6
"Amritsari Tadka",2,3.9
"Amritsari Tadka",2,3.9
"Amritsari Tandoori Kulcha Wa Choor Choor Naan",1,4.1
"Amritsari Zaika",2,3.4
"Amritsari Zaika",2,4.1
"Amritsari Zaika Restaurant",1,3.8
"Amritsariya",2,4.1
"Amritsariya",2,4.1
"Amrut Bakers & Cake Shop",1,3.9
"Amrut Parcel Point",1,3.3
"Amrut Parlour",1,4.3
"Amrut Restaurant",1,3.9
"Amrut Sagar Fast Food",1,4.3
"Amrut Sweets Namkeen & Dairy Farm",1,3.9
"Amruth Gobi Center",1,4.1
"Amrutha Veg Restaurant",1,4.1
"Amrutha Vilas",1,3.5
"AMS Hyderabad Biryani",1,3.6
"Amul",2,4.2
"Amul",2,4.5
"Amul Fresh And Cream",1,4.0
"Amul Ice Cream",3,4.4
"Amul Ice Cream",3,4.4
"Amul Ice Cream",3,4.5
"Amul Ice Cream Parlor",1,3.6
"Amul Ice Cream Parlour",8,3.3
"Amul Ice Cream Parlour",8,3.6
"Amul Ice Cream Parlour",8,3.9
"Amul Ice Cream Parlour",8,4.0
"Amul Ice Cream Parlour",8,4.0
"Amul Ice Cream Parlour",8,4.0
"Amul Ice Cream Parlour",8,4.1
"Amul Ice Cream Parlour",8,4.3
"Amul Ice Cream Shakes & Maggi Point",1,3.9
"Amul Milk Booth",1,3.7
"Amul Parlour",1,3.6
"Amul Parlour Tharekkad",1,4.3
"Amy's Cloud Kitchen",1,4.5
"AN Hotel",1,3.9
"AN Sweets & Bakery",1,3.6
"Anaicha's Food Joint",1,4.1
"Anand",2,4.1
"Anand",2,4.4
"Anand Ankurwala",1,4.1
"Anand Bakers",4,3.8
"Anand Bakers",4,4.3
"Anand Bakers",4,4.3
"Anand Bakers",4,4.4
"Anand Baker's",1,4.4
"Anand Bakery",1,4.1
"Anand Bhajipav & Pulav Ankurwala",1,4.0
"Anand Dining Hall",1,3.6
"Anand Fast Food",1,3.3
"Anand Food Corner",1,3.4
"Anand Food Court",1,3.8
"Anand Food Plaza",1,3.6
"Anand Foods",2,4.0
"Anand Foods",2,4.2
"Anand Foods- Sophia BBS Ke Samose",1,4.3
"Anand Hi Anand",1,3.9
"Anand Hotel Beer Bar",1,4.1
"Anand Ji",2,4.4
"Anand Ji",2,4.4
"Anand Ji Restaurant",1,4.0
"Anand Juice & Chat",1,4.1
"Anand Kulcha Land",1,4.2
"Anand Mithai & Sweet Mart",1,4.2
"Anand Namkeen",1,4.3
"Anand Rasoi",1,4.5
"Anand Restaurant",1,4.2
"Anand Sandwich",1,4.0
"Anand Shekhawati Dhaba",1,4.1
"Anand Shree Fruit Bonanza & Cafe",1,3.5
"Anand Store",1,3.8
"Anand Sweets",1,3.5
"Anand Sweets And Savouries",1,4.3
"Anand Vatika",1,3.8
"Anand Veg",1,4.4
"Ananda-Food Court",1,4.0
"Anandam",1,4.1
"Anandam Express",1,4.3
"Anandamoi",1,4.0
"Anandeshwar Dhaba",1,4.1
"Anandham Grand",1,3.8
"Anandi Dining Hall",1,4.2
"Anandoham Restaurant",1,4.0
"Anandpuri Restaurant",1,3.9
"Anant Restaurant",1,4.1
"Ananta Food Court",1,4.4
"Ananta Restaurant",1,3.4
"Anantam Bakers",1,3.9
"Anantam Restrau",1,3.5
"Ananyas Multicuisine Restaurant",1,4.2
"Anardana",2,4.0
"Anardana",2,4.3
"Ana's & Andyz",1,4.3
"Anaya Bakery",1,4.1
"Anaya Bakery 2.0",1,4.2
"Anaya Pizza And Fast Food",1,3.9
"Anbu Chettinad Mess",1,3.6
"Anchal Food Corner",1,4.2
"Ancient Hyderabad",1,4.0
"And Fungi",1,4.6
"Andaaz E Dilli",1,3.0
"Andagram",1,4.1
"Ande Ka Funda",3,3.9
"Ande Ka Funda",3,4.0
"Ande Ka Funda",3,4.2
"Andhra Bhavan",2,4.3
"Andhra Bhavan",2,4.3
"Andhra Bhawan",1,3.8
"Andhra Biryanis",1,3.9
"Andhra Canteen",1,4.2
"Andhra Chilly's Restaurant",1,3.2
"Andhra Curry",1,4.0
"Andhra Gunpowder",1,4.4
"Andhra Kitchen",1,4.1
"Andhra Kodi Pulao",1,4.1
"Andhra Meals And Tiffins",1,4.2
"Andhra Mirchi",1,4.0
"Andhra Rice Bowl",1,3.9
"Andhra Ruchulu",2,4.1
"Andhra Ruchulu",2,4.3
"Andhra Spice",1,4.0
"Andhra Spice Multicuisine Restaurant",1,3.5
"Andrew's Alua",1,3.9
"Andrew's Kitchen",1,4.2
"Anees Kebab",1,3.1
"Aneez Snack Bar",1,4.2
"Aneja's",1,4.1
"Aneja's Sweets And Bakers",1,4.0
"Angaara",2,3.8
"Angaara",2,4.1
"Angaara 5",1,4.0
"Angaara Kababs On Charcoal",1,3.5
"Angan Bar Cum Restaurant",1,4.1
"Angara Kitchen",1,4.0
"Angara Restaurant",1,4.0
"Angara Restaurant & Dining Hall",1,3.6
"Angeethi",2,4.0
"Angeethi",2,4.1
"Angeethi By Gaurav",1,3.8
"Angeethi Restaurant",1,2.7
"Angel Madhurima Veg",1,3.4
"Angel Smiles",1,2.9
"Angel's Food District",1,4.1
"Angels In My Kitchen",1,4.2
"Angel's Inn Resort",1,4.1
"Anghithi Hot Drive",1,3.9
"Angithi",1,3.9
"Angithi Da Resto",1,3.6
"Angithi Restaurant And Family Dhaba",1,4.0
"Angle Cake Shop",1,4.5
"Angreji Chulha",1,4.0
"Angrezi Chef",1,3.8
"Angrezi Dhaba",1,3.7
"Angry Oven Pizza",1,4.2
"Angry Oven Pizza MDA",1,4.0
"Anh Food",1,4.1
"Anies Grand Paradise",1,3.4
"Anifa Biriyani",1,3.8
