"restaurant_name","rating","average_price","average_delivery_time","south_indian_or_not","north_indian_or_not","fast_food_or_not","street_food","biryani_or_not","bakery_or_not","location","cnt"
"A-1 Amlet",4.3,250,28,0,1,0,1,0,0,"Rajkot",1
"A1 Biryani",3.7,100,28,0,0,0,0,1,0,"Coimbatore",1
"A1 Bombay Vada Pav",3.6,200,24,0,0,1,1,0,0,"Surat",1
"A1 Chicken Pakoda Point",4.3,250,26,0,1,0,0,1,0,"Hyderabad",1
"A1 Chilli 65 Fast Food Center",4.2,150,43,0,0,1,0,1,0,"Coimbatore",1
"A1 Chips",4.2,200,45,0,0,0,1,0,0,"Chennai",1
"A1 Desserts",3.5,100,29,0,0,0,0,0,1,"Warangal",1
"A1 Family Restaurant",4.0,450,39,1,1,0,0,1,0,"Nellore",1
"A1 Fast Food",3.7,100,40,0,0,1,0,0,0,"Bareilly",1
"A-1 Foods",4.0,250,32,0,1,0,0,0,0,"Amritsar",1
"A1 Foods Cake Factory",4.3,150,22,0,0,0,0,0,1,"Warangal",1
"A1 Haji Biryani",3.8,100,29,0,0,0,0,1,0,"Siliguri",1
"A1 Haji Fast Food Centre",3.9,100,43,0,1,1,0,1,0,"Kolkata",1
"A1 Hotels",3.8,200,17,1,1,0,0,0,0,"Trichy",1
"A1 Misal House",3.9,300,32,0,0,1,0,0,0,"Jalgaon",1
"A1 Momos",3.9,150,34,0,0,0,0,0,0,"Madurai",1
"A1 Momo's",4.0,200,24,0,0,0,0,0,0,"Madurai",1
"A1 Pakoda House",4.1,100,33,0,0,1,0,1,0,"Hyderabad",1
"A1 Parotha",4.4,150,33,0,1,0,0,0,0,"Ahmedabad",1
"A1 Parotta Stall",4.0,150,23,1,0,1,0,0,0,"Tirunelveli",1
"A1 Pulkha Point And Chinese",2.9,200,25,0,1,0,0,0,0,"Vijayawada",1
"A1 Quality Falooda",3.6,150,25,0,0,0,0,0,0,"Vijayawada",1
"A1 Samosa",4.4,300,25,0,0,0,1,0,0,"Mumbai",1
"A-1 Super Dabeli And Panipuri Centre",4.1,100,26,0,0,0,1,0,0,"Jalgaon",1
"A2 Fast Food",3.9,250,39,0,1,0,0,0,0,"Hyderabad",1
"A2B - Adyar Ananda Bhavan",4.0,100,34,1,1,0,1,0,0,"Nellore",8
"A2B - Adyar Ananda Bhavan",4.1,150,46,1,0,1,1,0,0,"Trichy",8
"A2B - Adyar Ananda Bhavan",4.2,100,18,1,1,1,1,0,0,"Chennai",8
"A2B - Adyar Ananda Bhavan",4.2,200,22,1,1,1,0,0,0,"Puducherry",8
"A2B - Adyar Ananda Bhavan",4.2,300,27,1,1,0,1,1,0,"Bangalore",8
"A2B - Adyar Ananda Bhavan",4.3,100,27,1,1,1,1,0,0,"Coimbatore",8
"A2B - Adyar Ananda Bhavan",4.3,150,19,1,0,0,0,0,0,"Madurai",8
"A2B - Adyar Ananda Bhavan",4.3,150,21,1,1,1,0,0,0,"Chennai",8
"A2B Aniram's Aahar Bhavan",4.0,100,19,1,1,0,0,0,0,"Jamshedpur",1
"A3 Eggless Fresh Cakes",4.3,100,26,0,0,0,0,0,1,"Kanpur",1
"A9 Baker's & Cafe",4.0,300,32,0,0,1,0,0,0,"Meerut",1
"A9 Kitchen's",3.5,450,34,1,1,1,0,1,0,"Raipur",1
"Aab O Dana Red Chillies",3.9,150,23,0,1,0,0,0,0,"Bareilly",1
"Aachi Chettinadu Hotel",3.9,150,22,1,0,0,0,0,0,"Madurai",1
"Aachman",4.2,250,33,0,1,1,0,0,0,"Lucknow",1
"Aacho Bhau",3.1,50,57,0,0,1,1,0,0,"Indore",1
"Aadab Biryani",4.0,150,22,0,1,0,0,1,0,"Goa",1
"Aadat Chai Cafe",4.1,150,51,0,0,1,1,0,0,"NCR",1
"Aadi Bangali",4.2,100,32,0,0,0,0,0,0,"Kolkata",1
"Aadis Eat & Greet",4.0,100,38,0,1,1,0,0,0,"Patiala",1
"Aadi's Kitchen",3.6,150,25,1,0,0,1,0,0,"Belgaum",1
"Aagaaram",3.6,150,33,0,1,0,0,1,0,"Coimbatore",1
"Aagaaram Cafe",4.1,150,34,1,1,1,1,1,0,"Coimbatore",1
"Aah Haa Pizza",2.9,100,32,0,0,0,0,0,0,"Dhanbad",1
"Aaha Family Restaurant",2.9,150,31,0,0,0,0,1,0,"Vijayawada",1
"Aahaar Fast Food Court & Restaurant",3.8,150,42,1,1,1,0,0,0,"Varanasi",1
"Àahaar Multi Cuisine Restaurant",3.0,150,17,1,0,0,0,0,0,"Vijayawada",1
"Aahar",3.9,100,31,0,1,1,0,0,0,"Lucknow",3
"Aahar",4.1,50,22,0,1,0,0,0,0,"Kota",3
"Aahar",4.2,150,35,1,1,0,0,0,1,"Agra",3
"Aahar Bhojnalaya",3.4,100,44,0,1,1,0,0,0,"Patna",1
"Aahar Punjabi Dhaba",3.5,150,20,0,1,0,0,0,0,"Vellore",1
"Aahar Restaurant",4.1,150,45,0,1,0,0,1,0,"Kolkata",2
"Aahar Restaurant",4.2,150,42,1,0,0,1,0,0,"Nagpur",2
"Aahar Restaurant (Unit of Lokenath Caterer)",4.0,200,28,0,1,0,0,1,0,"Durgapur",1
"Aahar Snacks Parlour",3.6,150,48,1,0,1,1,0,0,"Surat",1
"Aahar The Rail Coach Restaurant",3.8,200,21,1,1,1,1,0,0,"Amravati",1
"Aahar Veg Family Restaurant",3.8,300,25,1,1,0,0,0,0,"Jamshedpur",1
"Aahar Vihar",4.2,100,33,0,1,0,0,1,0,"Allahabad",1
"Aahare Kolkata",4.2,200,58,0,1,0,0,0,0,"Mumbai",1
"Aaheli - The Peerless Inn",4.0,250,42,0,0,0,0,0,0,"Kolkata",1
"Aaheli Express- The Peerless Inn",4.1,100,45,0,0,0,0,0,1,"Durgapur",1
"Aaheli Fresh Foods",4.0,150,53,0,0,1,1,1,0,"Siliguri",1
"Aai Chinese",3.8,100,22,0,0,0,0,0,0,"Jalgaon",1
"Aai Chya Hatache",3.9,150,34,0,0,0,0,0,0,"Nashik",1
"Aaicha Swayampak Maharashtrian Restaurant",4.0,100,36,0,1,0,0,0,0,"Nagpur",1
"Aaichi Athvan Parcel Point",3.6,300,43,0,0,0,0,0,0,"Nashik",1
"Aaichi Shidori 24*7",4.1,150,54,0,1,0,0,0,0,"Nagpur",1
"Aaiye Jnaab Khaiye",3.8,100,39,0,1,1,0,0,0,"Haridwar",1
"Aakash Hotel",3.6,100,33,0,1,0,0,0,0,"Siliguri",1
"Aakash Sweets Namkeen & Fastfood",4.0,50,41,0,0,0,0,0,0,"Rajkot",1
"Aala Biryani",3.8,100,52,0,1,0,0,1,0,"Kolkata",1
"Aali Re Thali",4.2,100,29,0,1,0,0,0,0,"Lucknow",1
"Aalishan Pan and Parlour",4.1,100,23,0,0,0,1,0,0,"Bhavnagar",1
"Aalishan Restaurant",3.9,300,27,0,1,0,0,1,0,"Kolkata",1
"Aama Ko Kitchen",3.6,10,38,0,0,1,0,0,0,"NCR",1
"Aamantran Fast Food",4.2,150,31,0,0,1,1,0,0,"Ahmedabad",1
"Aamantran Pure Veg",4.2,200,37,0,1,0,0,0,0,"Hyderabad",1
"Aamantran Restaurant",4.2,200,25,1,1,0,1,0,0,"Indore",1
"Aamar Bangla Restaurant",3.8,100,56,0,0,0,0,0,0,"Kolkata",1
"Aamchi Mumbai",4.3,250,32,0,0,1,1,0,0,"Indore",1
"Aamhi Marathi",3.8,150,25,0,0,0,0,1,0,"Vadodara",1
"Aamhi Pohekar",4.6,150,14,0,0,0,1,0,0,"Pune",1
"Aami Bangali",3.6,150,27,0,1,0,0,1,0,"Kolkata",2
"Aami Bangali",3.8,100,33,0,0,0,0,0,0,"Jamshedpur",2
"Aami Bangali Restaurant",3.9,150,38,0,0,0,0,0,0,"Ranchi",2
"Aami Bangali Restaurant",4.4,200,24,0,1,0,0,0,0,"Asansol",2
"Aaminia Biryani",3.2,100,27,0,1,0,0,1,0,"Siliguri",1
"Aamio Petuk",4.0,150,24,0,0,0,0,0,0,"Ranchi",1
"Aamis",3.1,250,46,0,1,0,1,0,0,"Guwahati",1
"Aamrapali Sweets And Fast Food",4.2,200,45,1,1,1,1,0,0,"Lucknow",1
"Aanand Sweets",4.0,100,33,0,0,0,0,0,1,"Saharanpur",1
"Aananda Multi-Cuisine Pure Veg Restaurant",3.9,100,24,0,1,0,0,1,0,"Warangal",1
"Aangan",3.3,200,33,1,1,0,0,0,0,"Meerut",2
"Aangan",4.0,100,26,1,0,0,0,0,0,"Lucknow",2
"Aangan Cafe",4.0,150,31,0,1,1,1,0,0,"Jalandhar",1
"Aangan Restaurant & Bar",4.3,150,40,0,1,1,0,0,0,"Dehradun",1
"Aao G Khao G",3.6,300,34,0,1,0,0,0,0,"Bhubaneswar",1
"Aao Ji Haryana Dhaba",4.3,200,23,1,1,0,0,0,0,"Allahabad",1
"Aao Sa Pavitra Bhojnalaya",3.9,100,35,0,1,0,0,0,0,"Jaipur",1
"Aaojee Khaojee",3.6,150,22,0,1,0,0,0,0,"Raipur",1
"Aap Ki Chai",3.8,150,46,0,0,0,1,0,0,"Kolkata",1
"Aap Ki Khaatir",3.9,200,23,0,1,0,0,0,0,"Aligarh",1
"Aapka Apna Pizza",3.8,100,30,0,0,1,0,0,0,"Bareilly",1
"Aapka Apna Restaurant",4.0,150,26,0,1,0,0,0,0,"Indore",1
"Aapki Apni Rasoi",3.8,350,35,1,1,1,1,0,0,"Ludhiana",1
"Aapki Rasoi",4.1,250,38,0,1,0,0,0,0,"Indore",1
"Aapno Pizza",3.5,150,30,0,0,1,0,0,0,"Dehradun",1
"Aapno Rajasthan",4.3,200,30,0,1,0,0,0,0,"Kolkata",1
"Aar Kay Vaishno Dhaba",4.4,200,25,0,1,0,0,0,0,"Jalandhar",1
"Aaradhana Restaurant",3.2,100,33,1,1,1,0,0,0,"Ujjain",1
"Aaradhya Dhaba",3.1,100,41,0,1,1,0,0,0,"Chandigarh",1
"Aaradhya Sweets",3.6,150,28,0,0,0,1,0,0,"Nashik",1
"Aarian Atithya",3.8,150,55,0,1,1,0,0,0,"Guwahati",1
"Aarna's Restaurant",3.9,150,61,0,1,1,0,0,0,"Kanpur",1
"Aarnav -Pure Veg Family Restaurant",3.7,200,42,0,1,0,1,0,0,"Nashik",1
"Aarohi Food",2.8,150,32,0,1,0,0,1,0,"Nagpur",1
"Aarti Bhojanalya",3.7,150,36,0,1,0,0,0,0,"Indore",1
"Aaru Food Junction",4.0,100,40,0,0,0,0,0,0,"Jabalpur",1
"Aarush Kitchen's",3.6,100,22,0,0,0,0,0,0,"Moradabad",1
"Aarvam Regale & Cafe",4.3,350,28,1,1,0,0,0,0,"Varanasi",1
"Aarya's Kitchen",3.4,200,30,0,1,0,0,0,0,"Amravati",1
"Aarya's Spicy Food",4.3,100,38,0,1,0,0,0,0,"Gorakhpur",1
"Aashapura Dabeli",4.5,100,32,0,0,0,1,0,0,"Rajkot",1
"Aashirwaad Veg Family Restaurant",4.1,100,24,0,1,0,0,0,0,"Bareilly",1
"Aashirwad Kitchen",3.9,100,40,0,1,1,0,1,0,"Lucknow",1
"Aashirwad Restaurant",3.9,300,42,0,1,0,0,0,0,"Delhi NCR",2
"Aashirwad Restaurant",4.1,250,39,1,1,1,0,0,0,"Guwahati",2
"Aashirwad Restaurant & Dining Hall",3.5,150,32,0,1,0,0,0,0,"Udaipur",1
"Aasife & Brothers Biryani Center",4.0,150,30,1,1,0,0,1,0,"Coimbatore",1
"Aasife Biriyani",3.7,100,26,1,1,0,0,1,0,"Tirunelveli",5
"Aasife Biriyani",4.0,150,37,1,1,0,0,1,0,"Coimbatore",5
"Aasife Biriyani",4.0,200,29,0,1,1,0,1,0,"Madurai",5
"Aasife Biriyani",4.1,150,18,0,0,0,0,1,0,"Trivandrum",5
"Aasife Biriyani",4.2,200,46,1,1,0,0,1,0,"Trichy",5
"Aasife Biryani",3.7,100,20,0,0,0,0,1,0,"Salem",1
"Aasing's Kitchen",4.4,300,48,0,0,1,0,0,0,"Pune",1
"Aasman",4.2,100,26,0,1,1,0,0,0,"Patna",1
"Aasra Cafe Star",3.9,200,42,0,1,0,0,1,0,"Mumbai",1
"Aastha Bengali Mess",4.1,100,43,0,1,0,0,0,0,"Bangalore",1
"Aaswad",4.2,50,33,1,0,1,1,0,0,"Mumbai",1
"Aaswad Family Restaurant",3.3,100,26,0,1,0,0,0,0,"Nagpur",2
"Aaswad Family Restaurant",3.6,200,36,0,1,0,0,0,0,"Nagpur",2
"Aaswad Lunch & Dinner",4.1,100,24,1,1,0,0,1,0,"Visakhapatnam",1
"Aatha Kadai",3.9,50,25,1,0,0,0,0,0,"Madurai",1
"Aathale's",4.3,200,31,0,1,1,0,0,0,"Kota",1
"Aathira's Kitchen",4.2,150,29,0,1,1,0,0,0,"Belgaum",1
"Aatho Kadai",3.3,150,31,0,0,0,0,0,0,"Chennai",1
"Aayan's Kitchen",4.1,100,37,0,1,0,0,0,0,"Mangalore",1
"Aayushi's Panificio",4.1,200,42,0,0,1,0,0,0,"Siliguri",1
"Aazad",4.1,200,34,0,1,0,1,0,0,"Ahmedabad",1
"Aazebo",4.2,50,57,0,0,0,0,0,0,"Hyderabad",1
"Ab Chai Pe Charcha",3.2,50,25,0,0,1,1,0,0,"Ahmedabad",1
"Abar Baithak",4.0,250,48,0,0,1,0,0,0,"Kolkata",1
"Abar Khabo",3.5,100,54,0,1,0,0,1,0,"Kolkata",1
"Abar Khaboo",4.1,500,34,0,1,0,0,1,0,"Kolkata",1
"Abar Khaboo Roll Corner",4.1,150,42,0,1,0,0,0,0,"Kolkata",1
"ABB - Andrea's Bar & Brasserie",4.3,100,35,0,0,0,0,0,0,"NCR",1
"Abba Da Dhaba",3.5,150,31,0,1,0,1,1,0,"Jalgaon",1
"Abba's Dastarkhwaan",4.0,150,38,0,1,1,0,1,0,"Dehradun",1
"Abbasi Chicken Crunchy Bites",4.1,200,33,0,0,1,0,0,0,"Gorakhpur",1
"Abbott's Cafe N Bistro",4.3,200,35,0,0,1,0,0,0,"Ludhiana",1
"Abcos Food Plaza",4.5,250,50,0,1,0,0,1,0,"Kolkata",1
"Abdul Moradabadi Chicken Corner",3.3,100,23,0,1,0,0,1,0,"Jalandhar",1
"Abdullah Biryani House",3.6,150,33,0,1,0,0,1,0,"Kanpur",1
"Abhi Ruchilu",3.5,100,29,0,0,0,0,1,0,"Hyderabad",1
"Abhiayush Food Hub",3.9,200,60,0,0,0,0,0,0,"Guwahati",1
"Abhiman Pure Veg",4.3,300,34,1,1,1,0,0,0,"Pune",1
"Abhinandan",3.9,200,34,0,1,0,1,0,0,"Kolkata",1
"Abhinandan Restaurant",4.0,150,29,0,1,1,0,0,0,"Udaipur",1
"Abhinandan Veg Restaurant",4.2,150,32,0,1,0,0,0,0,"Jabalpur",1
"Abhiruchi Gruh Udyog",4.4,100,37,0,0,0,0,0,0,"Nashik",1
"Abhiruchi Swaghruha Foods",4.5,350,48,0,0,0,0,0,0,"Hyderabad",1
"Abhiruchi Veg Parcel Center",4.1,300,27,0,1,0,0,0,0,"Jalgaon",1
"Abhi's Kitchen",4.0,100,39,1,1,0,0,0,0,"Warangal",1
"Abhi's Kitchen & Foods",4.1,150,36,1,1,0,0,0,0,"Nashik",1
"Abhi's Kitchen Club",4.1,200,28,0,1,0,1,0,0,"Amritsar",1
"Abhi's Sugran",3.8,250,30,0,0,0,1,0,0,"Nashik",1
"Abhishek Bhel Puri",4.2,150,31,0,0,0,1,0,0,"Ludhiana",1
"Abhishek Chinese Corner",4.1,100,17,0,0,1,1,0,0,"Amritsar",1
"Abhishek Dhaba",3.8,300,26,0,1,0,0,0,0,"Agra",1
"Abhishek Non Veg Restaurant",4.3,250,34,0,1,1,0,1,0,"Pune",1
"Abhishek Sweets",3.6,100,22,0,0,0,1,0,0,"Nashik",1
"Abhishek Veg Restaurant",4.3,100,34,1,1,1,1,0,0,"Pune",1
"Abid's",4.2,100,34,0,1,0,0,1,0,"Chennai",1
"Above & Beyond By Country Express",4.3,350,25,0,1,0,0,0,0,"Kota",1
"Abraco",4.0,150,42,0,0,1,0,0,0,"Goa",1
"ABR's Kitchen",4.2,150,32,0,1,1,0,0,0,"Allahabad",1
"Ab's",4.3,200,33,0,1,0,0,1,0,"Mumbai",1
"AB's - Absolute Barbecues",3.1,150,38,0,1,0,0,1,0,"Trichy",13
"AB's - Absolute Barbecues",3.3,200,28,0,1,0,0,1,0,"Coimbatore",13
"AB's - Absolute Barbecues",3.4,300,30,0,1,0,0,1,0,"Jalandhar",13
"AB's - Absolute Barbecues",3.5,350,20,0,1,0,0,1,0,"Vijayawada",13
"AB's - Absolute Barbecues",3.6,100,20,0,1,0,0,1,0,"Ranchi",13
"AB's - Absolute Barbecues",3.6,150,35,0,1,0,0,1,0,"Guwahati",13
"AB's - Absolute Barbecues",3.6,200,49,0,1,0,0,1,0,"Hyderabad",13
"AB's - Absolute Barbecues",3.7,100,49,0,1,0,0,1,0,"Chennai",13
"AB's - Absolute Barbecues",3.7,150,50,0,1,0,0,1,0,"Bangalore",13
"AB's - Absolute Barbecues",3.7,350,28,0,1,0,0,1,0,"Chandigarh",13
"AB's - Absolute Barbecues",3.8,250,33,0,1,0,0,1,0,"Nagpur",13
"AB's - Absolute Barbecues",3.9,500,60,0,1,0,0,1,0,"Kolkata",13
"AB's - Absolute Barbecues",4.0,150,43,0,1,0,0,1,0,"Pune",13
"AB'S Kitchen",3.6,100,51,0,1,1,0,0,0,"Kanpur",1
"Ab's Potoba",4.0,250,27,0,1,0,0,0,0,"Belgaum",1
"Absolute Momo",4.0,100,46,0,0,1,0,0,0,"Gorakhpur",1
"Absolute Momo Cafe",4.2,200,42,0,0,1,0,0,0,"Patna",1
"Absolute Shawarma",3.4,150,24,0,0,1,0,0,0,"Solapur",5
"Absolute Shawarma",3.7,350,42,0,0,0,0,0,0,"Bangalore",5
"Absolute Shawarma",4.0,100,37,0,0,0,0,0,0,"Patna",5
"Absolute Shawarma",4.0,150,28,0,0,1,0,0,0,"Gorakhpur",5
"Absolute Shawarma",4.0,200,38,0,0,1,0,0,0,"Kanpur",5
"Absolute Tandoor",4.2,300,35,0,1,0,0,1,0,"Siliguri",1
"Absolute Thai",4.2,200,51,0,0,0,0,0,0,"Chennai",1
"Abu Al Baik",3.9,200,44,0,0,1,0,0,0,"Surat",1
"Abul Biryani",4.1,100,44,0,0,0,0,1,0,"Kharagpur",1
"Aburish Restaurant",3.8,300,23,1,1,0,0,1,0,"Tirunelveli",1
"Ace Bakers",4.0,100,38,0,0,0,0,0,1,"Kanpur",1
"ACE Food Zone",4.0,100,38,0,1,1,1,0,0,"Jodhpur",1
"Achal Restaurant Banquet & Cafe",3.8,200,40,0,1,1,0,0,0,"Patna",1
"Achanak Juice",4.2,200,30,0,0,0,0,0,0,"Jaipur",1
"Achariz Food",3.3,150,38,0,1,0,0,0,0,"Nagpur",1
"Achayathis Restaurant",4.1,300,47,1,0,0,0,0,0,"Chennai",1
"Achija",4.1,250,48,1,1,1,0,0,0,"Mumbai",1
"Achija Fast Food",3.9,200,47,0,0,1,1,0,0,"Mumbai",1
"Achman Foods",4.2,150,37,1,1,0,1,0,0,"Agra",1
"Acs -2",4.2,100,42,0,0,1,0,0,0,"Ranchi",1
"ACS 3",4.4,200,33,0,0,1,0,0,0,"Ranchi",1
"ACS Chinese Flavour",4.0,400,33,0,0,0,0,0,0,"Kolkata",1
"AD Momos",4.0,100,27,0,0,0,0,0,0,"Ahmedabad",2
"AD Momos",4.0,200,19,0,0,1,0,0,0,"Ahmedabad",2
"Ada - E - Haandi",4.2,100,48,0,1,0,0,0,0,"NCR",1
"Ada Sigdi Se",4.4,150,34,0,0,0,0,0,0,"Chandigarh",1
"Adalat Hotel",3.9,150,30,0,1,0,0,1,0,"Gorakhpur",2
"Adalat Hotel",4.1,250,29,0,0,0,0,0,0,"Siliguri",2
"Adam Bakers",3.7,100,49,0,0,1,0,0,1,"Hyderabad",1
"Adam's Kabab Shop",3.7,150,54,0,0,0,0,1,0,"Kolkata",1
"Adarsh Dhaba",3.7,150,15,0,1,0,0,1,0,"Ludhiana",1
"Adarsh Ji Bhojnalaya And Fast Food",3.5,200,42,0,1,0,0,0,0,"Bhopal",1
"Adarsh Meat Shop",3.6,100,22,0,1,0,1,0,0,"Amritsar",1
"Adarsha Hindu Hotel",4.2,250,44,0,1,0,0,0,0,"Kolkata",1
"Adda",4.1,200,35,1,1,1,0,0,0,"Jaipur",2
"Adda",4.3,250,64,0,1,0,0,0,0,"Varanasi",2
"Adda Ghar",3.7,200,57,0,1,0,1,0,0,"Siliguri",1
"Adda Unplugged",4.2,150,29,0,1,0,0,0,0,"Bhubaneswar",1
"Addy's Baithak",4.2,100,35,0,1,0,0,0,0,"Indore",1
"Addy's Burgers & Pizza",3.5,100,43,0,0,1,0,0,0,"Haridwar",1
"Adhikari Chinese Food",3.9,150,25,0,0,0,1,0,0,"Chandigarh",1
"Adhiya Beef Biriyani",3.1,200,41,1,0,0,0,0,0,"Chennai",2
"Adhiya Beef Biriyani",3.6,200,45,0,0,0,0,1,0,"Chennai",2
"Adi Dada Bhai Restaurant",3.3,250,35,0,1,0,0,0,0,"Siliguri",1
"Adi Kalpana Pice Hotel",3.5,100,26,0,1,0,0,0,0,"Siliguri",1
"Adi Sree Hari Mistanna Bhandar",4.3,100,47,0,0,0,1,0,0,"Kolkata",1
"Adiga's",3.7,150,29,1,1,0,1,1,0,"Bangalore",1
"Adihaah Dhaba Cafe",3.3,150,29,0,1,0,1,0,0,"Sangli",1
"Adihaah Restrocafe",3.1,100,26,0,0,0,1,0,0,"Sangli",2
"Adihaah Restrocafe",3.6,100,38,0,1,0,0,1,0,"Sangli",2
"Adil Biryani Centre",4.1,200,30,0,0,0,0,1,0,"Kolkata",1
"Adil Biryani Restaurant",4.1,250,39,0,1,0,0,1,0,"Kolkata",1
"Adingo",4.0,100,29,0,1,1,0,0,0,"Rajkot",1
"Adis Cafe",4.0,100,25,0,0,1,1,0,0,"Kolhapur",1
"Adi's Cafe N Dine",3.8,100,36,0,1,1,0,0,0,"Jalandhar",1
"Aditi",4.2,300,23,1,1,1,0,0,0,"Mumbai",1
"Aditi Baked House",4.0,50,37,0,0,0,0,0,1,"Kanpur",1
"Aditi Kitchen",4.0,300,40,1,1,0,0,0,0,"Ranchi",1
"Aditi Nasto & Chinese",4.1,200,39,0,0,0,1,0,0,"Vadodara",1
"Aditi Restaurant",4.1,100,38,1,1,0,0,1,0,"Coimbatore",1
"Aditri Veg Restaurant",4.0,150,34,1,1,1,1,0,0,"Pune",1
"Aditya Family Restaurant and Garden",4.1,150,33,0,1,0,0,1,0,"Amravati",1
"Aditya Foods",3.7,350,29,0,1,1,0,0,0,"Jhansi",1
"Aditya Mutton Bhakri",4.0,300,25,0,0,0,0,0,0,"Nashik",1
"Aditya Restaurant",4.1,150,30,0,1,0,0,0,0,"Cuttack",1
"Aditya Sweets",4.1,50,27,0,0,0,0,0,1,"Moradabad",1
"Aditya Tiffin service",3.8,300,41,0,1,0,0,0,0,"Raipur",1
"Adya's Multicuisine Restaurant",3.6,100,45,1,1,0,0,0,0,"Jamshedpur",1
"Aelicious Cafe",3.5,150,38,0,0,1,0,0,0,"Agra",1
"Aerodine Multicuisine Restaurant",3.7,150,35,0,1,1,0,0,0,"Dehradun",1
"Aesthetic’s Nutrition - Healthy Food, Simplified",4.2,250,44,0,0,1,0,0,0,"Bhopal",1
"AFC",3.8,200,31,1,0,1,0,1,0,"Kota",2
"AFC",4.1,200,34,0,0,1,0,0,0,"Lucknow",2
"AFC - American Fried Chicken",4.0,200,33,0,0,1,0,0,0,"Belgaum",2
"AFC - American Fried Chicken",4.3,50,37,0,1,1,0,0,0,"Jodhpur",2
"Afc- Arti Food Court",4.4,200,32,0,1,1,1,0,0,"Meerut",1
"AFC Restaurant",4.1,100,27,0,0,1,0,0,0,"Gorakhpur",1
"Affordabowl",3.8,150,32,0,0,1,0,0,0,"Mysore",1
"Afghan Darbar Restaurant",4.0,400,31,0,1,0,0,1,0,"Nagpur",2
"Afghan Darbar Restaurant",4.4,150,47,0,0,0,0,0,0,"NCR",2
"Afghani Tandoori Hub",3.4,100,32,0,1,1,1,1,0,"Bangalore",1
"Aflatoon Misal",3.3,250,33,0,0,0,1,0,0,"Nashik",1
"Aflatoon Pavbhaji",3.2,50,24,1,1,0,1,0,0,"Rajkot",1
"Afra Tafri",4.0,150,33,0,1,1,0,0,0,"Patna",1
"Afraa",4.1,250,32,0,1,0,0,1,0,"Patna",1
"Afraa Deli",4.2,150,48,0,0,0,0,0,0,"Kolkata",1
"Afreen - Dine & Delivery",3.9,150,26,0,1,0,0,1,0,"Lucknow",1
"Afreen Chicken",3.5,250,24,0,0,0,1,1,0,"Bikaner",1
"Afroz's Kitchen",4.0,100,27,0,1,0,0,1,0,"Bikaner",1
"Afsar Bhai Kabab Corner",4.3,300,23,0,0,0,0,0,0,"Bareilly",1
"After Class Cafe",3.5,200,56,0,0,1,0,0,0,"Allahabad",1
"Afzal",4.1,250,41,0,1,0,0,1,0,"Mumbai",1
"Afzal Biryani",4.3,100,45,0,0,0,0,1,0,"Kolkata",1
"Afzal Restaurant",4.0,50,57,0,1,0,0,0,0,"Mumbai",1
"AG Ice Cream Parlour",4.0,50,30,0,0,0,0,0,0,"Surat",1
"AGA Heritage Club",4.1,250,22,0,1,0,0,0,0,"Amritsar",1
"AGAA Heritage",4.0,200,25,0,1,1,0,1,0,"Amritsar",1
"Agadbam",3.3,200,32,0,0,1,1,0,0,"Rajkot",1
"Agam Bakers",3.6,100,23,0,0,0,0,0,1,"Lucknow",1
"Agarwal Bakers",3.1,100,32,0,0,0,0,0,1,"Gonda",1
"Agarwal Bakery",3.4,200,35,0,0,0,0,0,1,"Jaipur",1
"Agarwal Bhel And Chat",3.6,350,31,0,0,1,1,0,0,"Surat",1
"Agarwal Bhojnalya-Hathras wale",3.8,400,30,0,1,0,0,0,0,"Kanpur",1
"Agarwal Cake House",3.9,50,22,0,0,0,0,0,1,"Moradabad",1
"Agarwal Caterers",4.4,100,21,0,0,1,1,0,1,"Jaipur",1
"Agarwal Chaat Corner",4.4,100,17,0,0,1,1,0,0,"Jhansi",1
"Agarwal Chat Bhandhar",4.1,250,24,1,0,0,1,0,0,"Agra",1
"Agarwal Fast Food Parlour",3.9,150,42,0,0,0,1,0,0,"Jaipur",1
"Agarwal Fast Food Pure Veg",4.0,200,22,0,1,0,0,0,0,"Mumbai",1
"Agarwal Food Court",3.9,250,21,1,1,1,1,0,0,"Agra",1
"Agarwal Mithai Bhandar",4.3,100,28,0,0,0,1,0,0,"Ahmedabad",1
"Agarwal Namkeen Bhandar",3.9,50,20,1,1,1,0,0,0,"Bikaner",1
"Agarwal Restaurant Sweets And Dairy",3.8,250,48,1,1,1,0,0,0,"Agra",1
"Agarwal Snacks",3.3,100,29,0,0,0,1,0,0,"Nashik",1
"Agarwal Sweet & Snacks",3.9,100,32,0,1,0,1,0,0,"Asansol",1
"Agarwal Sweet Palace",4.3,200,30,0,0,1,1,0,0,"Coimbatore",1
"Agarwal Sweets & Dairy",4.0,100,51,0,0,0,1,0,0,"Agra",1
"Agarwal's Kulfi N Roll",4.1,300,19,0,0,0,0,0,0,"Mumbai",1
"Agarwal's Pav Bhaji",4.2,150,38,0,0,0,1,0,0,"Kolkata",1
"Agarwals The Sweet Shop",3.8,100,28,0,0,1,1,0,0,"Coimbatore",1
"Aggarwal",3.8,100,32,0,1,0,0,0,0,"NCR",1
"Aggarwal Fast Food",3.5,50,37,1,1,0,1,0,0,"Gonda",1
"Aggarwal Hotel",3.2,200,34,0,1,0,0,0,0,"NCR",1
