"restaurant_name","rating","average_price","average_delivery_time","south_indian_or_not","north_indian_or_not","fast_food_or_not","street_food","biryani_or_not","bakery_or_not","location","cnt"
"Pizzaa Time",3.4,100,19,0,0,1,0,0,0,"Ludhiana",1
"Pizzaarch",3.7,150,30,0,0,1,0,0,0,"Varanasi",1
"PizzaExpress",3.8,100,37,0,0,0,0,0,0,"Mumbai",1
"Pizzagram",4.2,150,41,0,0,1,0,0,0,"Ahmedabad",1
"Pizzah Wala",3.6,100,25,0,0,1,0,0,0,"Jalandhar",1
"Pizzaholic",3.4,200,37,0,0,1,0,0,0,"Allahabad",3
"Pizzaholic",4.1,100,49,0,0,1,0,0,0,"Kanpur",3
"Pizzaholic",4.2,100,47,0,1,1,0,0,0,"Kanpur",3
"Pizzalicious",4.4,200,36,0,0,0,0,0,0,"Bareilly",1
"Pizzalogy",3.3,150,43,0,0,1,0,0,0,"Raipur",1
"Pizzaminati",3.4,150,32,0,0,0,0,0,0,"Bikaner",1
"Pizzamoc's",3.6,150,66,0,0,1,0,0,0,"Kolkata",1
"Pizzaology",3.4,100,40,0,0,1,0,0,0,"Asansol",1
"Pizzaport & Cafe",3.9,250,31,0,0,1,0,0,0,"Lucknow",1
"PizzArea",4.1,150,54,0,0,1,0,0,0,"Delhi NCR",2
"PizzArea",4.1,250,50,0,0,1,0,0,0,"NCR",2
"Pizzaretto",3.8,350,21,0,0,1,0,0,0,"Amritsar",1
"Pizzaria",3.4,200,27,0,0,0,0,0,0,"Bareilly",1
"Pizzaria.com",3.7,200,53,0,0,0,0,0,0,"Pune",1
"Pizzariya",3.5,150,47,0,0,1,0,0,0,"Varanasi",1
"Pizzas And More",3.6,100,62,0,0,0,0,0,0,"Hyderabad",1
"Pizzas By Flavorsome Feasts",3.6,50,38,0,0,1,0,0,0,"Jaipur",1
"Pizzas Etc",4.2,200,52,0,0,1,1,0,0,"Mumbai",1
"Pizza's Hub",4.1,200,29,0,0,1,0,0,0,"Varanasi",1
"Pizza's Masti",3.9,200,36,0,0,1,0,0,0,"Varanasi",1
"Pizzas N Shakes",3.9,400,52,0,0,1,0,0,0,"Vijayawada",1
"Pizza's Point",3.9,100,59,0,0,1,0,0,0,"Chandigarh",1
"Pizza's Villa",3.3,100,41,0,0,1,0,0,0,"Surat",1
"Pizzasia",4.2,150,53,0,0,1,0,0,0,"Delhi NCR",1
"Pizzatarian",3.9,200,30,0,0,1,0,0,0,"Lucknow",1
"Pizzato",3.6,200,37,0,0,1,0,0,0,"Indore",1
"PizzaVerse",3.7,200,27,0,0,0,0,0,0,"Coimbatore",1
"Pizzawala",3.2,150,36,0,0,1,0,0,0,"Kanpur",2
"Pizzawala",3.6,100,40,0,0,0,0,0,0,"Varanasi",2
"Pizzawala's",3.7,200,44,0,0,0,0,0,0,"Vadodara",1
"Pizzawood",3.3,150,42,0,0,1,0,0,0,"Ludhiana",1
"Pizzeria",3.7,150,51,0,0,0,0,0,0,"Kolkata",5
"Pizzeria",3.8,100,26,1,0,1,0,0,0,"Jalandhar",5
"Pizzeria",3.9,100,34,0,0,1,0,0,0,"Nagpur",5
"Pizzeria",4.0,350,40,0,0,1,0,0,0,"Jaipur",5
"Pizzeria",4.1,100,28,0,0,1,0,0,0,"Kanpur",5
"Pizzeria Bistro",3.9,100,27,0,0,1,0,0,0,"Meerut",1
"Pizzeria By Cafe Dali",4.1,200,46,0,0,0,0,0,0,"NCR",1
"Pizzeria By Mango Masala",4.4,100,32,0,0,0,0,0,0,"Ajmer",1
"Pizzeria By The Thali Walla",3.5,200,42,0,0,0,0,0,0,"Ajmer",1
"Pizzeria Cafe",3.3,150,35,0,0,1,0,0,0,"Amritsar",1
"Pizzeria Express",3.4,250,54,0,0,1,1,0,0,"Kanpur",1
"Pizzeria Home",3.6,250,31,0,0,1,0,0,0,"Amritsar",1
"Pizzeria House",3.0,100,42,0,0,0,0,0,0,"Amritsar",1
"Pizzeria Pizza Parlour",4.0,200,40,0,1,1,0,0,0,"NCR",1
"Pizzeria Planet",4.1,150,44,0,0,1,0,0,0,"Allahabad",1
"Pizzeria Toto",4.4,100,53,0,0,0,0,0,0,"Trivandrum",1
"Pizzeria Vaatika Cafe",4.0,250,42,0,1,1,0,0,0,"Varanasi",1
"Pizzerioo",3.6,100,32,0,0,0,0,0,0,"Siliguri",1
"Pizzetta",4.0,100,31,0,0,0,0,0,0,"Puducherry",1
"Pizzetto",4.2,150,37,0,0,1,0,0,0,"Amritsar",1
"Pizzitalia",4.1,100,34,0,0,0,0,0,0,"Bareilly",1
"Pizzo Foods",3.2,150,33,0,0,1,0,0,0,"Jhansi",1
"Pizzology Pizza",3.9,300,25,0,0,1,0,0,0,"Mysore",1
"Pizzonia Pizza",3.6,50,31,0,0,1,0,0,0,"Vadodara",1
"Pizzuno's",2.8,100,77,0,0,0,0,0,0,"Allahabad",1
"Pizzzenia",3.8,100,35,0,0,1,0,0,0,"Nagpur",1
"Pizzzzaa Paradise",4.1,250,38,0,0,1,0,0,0,"Varanasi",1
"PJ's Food",4.6,200,43,0,0,1,0,0,0,"Guwahati",1
"PK Da Dhaba",4.1,150,42,0,1,1,1,1,0,"Guwahati",1
"PK Mutton Bhakri",4.0,200,36,0,1,0,0,1,0,"Pune",1
"PK's Burger Point",4.0,100,37,0,0,1,0,0,0,"Nashik",1
"PKS Shri Sidheshwar Fast Food",3.3,300,30,0,0,0,1,0,0,"Solapur",1
"Plaksha Food's",4.0,150,35,0,1,0,1,0,0,"Nashik",1
"Planet Cafe",3.5,100,22,0,1,0,1,1,0,"Manipal",1
"Planet Family Restaurant",3.3,150,31,0,1,0,0,1,0,"Sangli",1
"Planet H Cafe",4.3,150,49,0,0,1,0,0,0,"NCR",1
"Plateaus Juice Bar",4.5,100,23,0,0,0,0,0,0,"Coimbatore",1
"Plated Restaurant",4.1,100,35,0,0,1,0,0,0,"Trivandrum",1
"Platform 13",4.0,250,25,0,0,0,0,0,0,"Jalandhar",1
"Platform 65",3.7,250,41,1,1,0,0,1,0,"Hyderabad",3
"Platform 65",3.7,350,21,1,1,1,0,1,0,"Vijayawada",3
"Platform 65",3.8,150,38,1,1,0,0,1,0,"Warangal",3
"Platinum Cook House",3.7,150,36,1,0,1,1,0,0,"Madurai",1
"Platoon Pizza",3.2,150,29,0,0,1,0,0,0,"Jalandhar",1
"Platterzz",4.3,300,34,0,1,0,0,1,0,"Udaipur",1
"Plav Multicuisine Restaurant",4.2,100,36,1,0,0,0,0,0,"Trivandrum",1
"Play Safari Cafe",4.1,150,44,0,1,0,0,0,0,"Agra",1
"Play Town Cafe The Fun Factory",3.9,400,29,0,0,1,0,0,0,"Jalandhar",1
"Playground",3.7,200,27,0,1,0,0,0,0,"Chandigarh",1
"Playtorium",3.8,200,16,0,0,1,0,0,0,"Siliguri",1
"Plums & Cherries by Supreme Bakers",4.1,100,18,0,0,0,0,0,1,"Vadodara",1
"Plush 28",4.1,150,44,0,1,0,0,0,0,"Kolkata",1
"Pluto",4.2,50,38,0,0,1,1,0,0,"Varanasi",1
"Pluto's Restaurant",3.9,100,46,0,1,0,0,1,0,"Chennai",1
"Pocket Thali",3.7,150,36,0,1,0,0,0,0,"Lucknow",1
"PocketMeal",4.0,200,50,0,1,1,0,1,0,"Kolkata",1
"Poco Cafe & Restaurant",4.1,450,28,0,1,1,1,0,0,"Jodhpur",1
"Poddar's Rasoi",3.5,150,28,1,1,1,1,0,0,"Vadodara",1
"Poetry By Love And Cheesecake",4.3,250,38,0,0,0,0,0,1,"Pune",2
"Poetry By Love And Cheesecake",4.4,100,21,0,0,0,0,0,1,"Mumbai",2
"Poha Factory",3.8,250,32,0,0,0,1,0,0,"Nagpur",1
"Poha Junction",4.3,150,35,0,0,0,1,0,0,"Varanasi",1
"Poha Point",3.5,100,28,1,1,0,1,0,0,"Raipur",1
"Poha'G",3.3,300,40,0,0,0,1,0,0,"Bhubaneswar",1
"Pohewala",4.2,100,22,0,0,1,1,0,0,"Nagpur",2
"Pohewala",4.4,100,17,0,0,1,1,0,0,"Raipur",2
"Poie Re",4.1,150,41,0,0,1,0,0,0,"Goa",1
"Pokar Sweet Home",3.9,100,27,0,0,0,1,0,0,"Jodhpur",1
"Pokar Sweets And Restaurant",3.6,100,26,1,1,1,0,0,0,"Jodhpur",1
"Poker Mania Restaurant",2.9,200,40,0,1,0,0,0,0,"Varanasi",1
"Pokhara Momo's",4.2,100,26,0,0,0,0,0,0,"Bareilly",1
"Pokket Cafe",3.8,100,41,0,0,1,0,0,0,"Nagpur",4
"Pokket Cafe",3.8,300,42,0,0,1,0,0,0,"Pune",4
"Pokket Cafe",4.0,100,27,0,0,1,0,0,0,"Chandigarh",4
"Pokket Cafe",4.2,250,31,0,0,1,1,0,0,"Nashik",4
"Polar Bear",4.0,150,38,0,0,0,0,0,0,"Hyderabad",8
"Polar Bear",4.2,100,41,0,0,0,0,0,0,"Chennai",8
"Polar Bear",4.3,150,16,0,0,0,0,0,0,"Salem",8
"Polar Bear",4.4,100,13,0,0,0,0,0,0,"Manipal",8
"Polar Bear",4.4,200,23,0,0,0,0,0,0,"Mysore",8
"Polar Bear",4.4,200,26,0,0,0,0,0,0,"Coimbatore",8
"Polar Bear",4.4,200,30,0,0,0,0,0,0,"Bangalore",8
"Polar Bear",4.6,100,33,0,0,0,0,0,0,"Mangalore",8
"Polka Pastry Shop",3.6,100,25,0,0,1,0,0,1,"Chandigarh",1
"Polka Restaurant",3.6,150,26,0,1,0,1,0,0,"Bhopal",1
"Polly's Kitchen",4.3,100,35,0,1,1,0,0,0,"Kharagpur",1
"Polo Restaurant",3.8,200,29,0,1,0,0,0,0,"Kota",1
"Pomona Orchard",4.3,250,35,0,0,0,0,0,0,"Lucknow",1
"Pomo's Pizza",4.2,150,26,0,0,1,0,0,0,"Jamnagar",1
"Pondis Pizza Hub",4.0,150,49,0,0,1,0,0,0,"Trivandrum",1
"Pondy Cafe",4.0,100,27,1,0,0,0,0,0,"Puducherry",1
"Pondy Macaroni",4.2,100,30,0,0,1,0,0,0,"Puducherry",1
"Pong View Hotel",4.3,200,26,0,1,0,0,0,0,"Dharamshala",1
"Pongalur Sri Annapoornis Sweets",4.2,100,18,0,0,0,0,0,0,"Coimbatore",3
"Pongalur Sri Annapoornis Sweets",4.4,200,16,0,0,0,1,0,0,"Coimbatore",3
"Pongalur Sri Annapoornis Sweets",4.4,200,34,0,0,0,0,0,0,"Coimbatore",3
"Ponni Restaurant",3.3,100,26,1,1,0,0,0,0,"Coimbatore",1
"Ponnusaamy Elite",3.9,150,35,1,0,0,0,1,0,"Coimbatore",1
"Ponnusamy Hotel",3.9,600,46,1,0,0,0,1,0,"Chennai",1
"Pooh & Eat",4.0,200,35,0,1,1,1,0,0,"Ajmer",1
"Pooja Bhojnalaya",4.1,200,23,0,1,0,0,0,0,"Jamshedpur",1
"Pooja Cake And Bakery",4.1,50,46,0,0,0,0,0,1,"Lucknow",1
"Pooja Chaat And Fast Food Corner",2.9,150,27,1,0,0,1,0,0,"Dehradun",1
"Pooja Cold Drinks and Icecream Parlour",4.3,100,22,0,0,0,0,0,0,"Bhavnagar",1
"Pooja Dhaba Family Restaurant",3.9,150,36,1,1,0,1,0,0,"Kanpur",1
"Pooja Restaurant - Hotel The Park Retreat",4.1,200,40,0,1,0,0,1,0,"Ranchi",1
"Pooja Sweets And Bakery",3.5,300,27,0,0,0,0,0,1,"Indore",1
"Poojari's Fishland Takeaway",4.0,250,31,0,0,0,0,0,0,"Mysore",1
"Pooja's Cakes Bakery",3.6,100,25,0,0,0,0,0,1,"Indore",1
"Pooja's Home Kitchen",4.0,150,59,1,0,0,0,0,0,"Nagpur",1
"Pooja's Kitchen By Hotel Potoba",4.1,50,32,0,1,0,0,0,0,"Sangli",1
"Pool Cafe",3.3,250,57,0,1,1,0,0,0,"Kharagpur",1
"Poona Food Truck",4.3,150,38,0,0,1,0,0,0,"Pune",1
"Poonam Bhoj",4.4,150,28,0,1,0,0,0,0,"Solapur",1
"Poonam Pani Puri",4.4,50,30,0,0,0,1,0,0,"Rajkot",1
"Poonam Sweets",4.3,100,15,0,0,0,0,0,0,"Raipur",1
"Poonam's Kitchen",3.7,100,49,0,1,0,0,0,0,"Kanpur",1
"Poonkunnam Restaurant",3.9,150,18,1,0,0,0,0,0,"Thrissur",1
"Poori Sabzi Point",3.5,100,29,0,0,1,0,0,0,"Kota",1
"Poori Wala",3.6,150,31,0,1,0,0,0,0,"Kota",1
"Poornima",4.3,100,32,1,0,0,0,0,0,"Mumbai",1
"Poornima Chinese Food",4.2,100,29,0,1,1,1,0,0,"Amritsar",1
"Poornima Fast Food",4.0,100,26,0,0,1,0,0,0,"Amritsar",1
"Poornima Vadapav",4.6,250,22,0,0,0,1,0,0,"Udaipur",1
"Pop Tate's",4.0,300,38,0,0,0,0,0,0,"Mumbai",2
"Pop Tate's",4.3,150,37,0,1,1,0,1,0,"Pune",2
"Popeyes",3.9,150,25,0,0,1,0,0,0,"Manipal",1
"Poppys Hotel",3.6,250,43,1,1,0,0,0,0,"Madurai",1
"Pop's Burger",4.3,150,42,0,0,1,0,0,0,"Indore",1
"Pop's Chinese",4.0,100,48,0,0,1,0,0,0,"Dehradun",1
"Pop's Pure Veg",3.9,300,37,0,1,0,0,0,0,"Dehradun",1
"Popular",4.3,200,34,0,0,1,0,0,0,"Mumbai",1
"Popular Bakery",3.9,100,20,0,0,0,1,0,1,"Kota",1
"Popular Chat House",4.2,150,37,0,0,0,1,0,0,"Guwahati",1
"Popular Fresh Momos N More",4.1,150,36,0,0,1,0,0,0,"Jabalpur",1
"Popular Fresh Momos 'N' More",3.8,150,33,0,0,1,0,0,0,"Jabalpur",1
"Popular Ice Cream Restaurant",4.2,150,16,0,0,0,0,0,0,"Kota",1
"Popular Ice Cream Restaurants",4.1,100,14,0,0,0,0,0,0,"Kota",1
"Popular Sweets",4.6,200,34,0,0,0,0,0,0,"Varanasi",1
"Poratta Kitchen",4.1,250,36,1,0,0,0,0,0,"Palakkad",1
"Pork Lovers",3.6,100,36,0,0,0,0,0,0,"Siliguri",1
"Pork O Holic",3.8,100,38,0,0,1,0,0,0,"Siliguri",2
"Pork O Holic",4.1,150,37,0,0,1,0,0,0,"Guwahati",2
"Pork-o-Licious",3.4,200,45,0,0,0,0,0,0,"Guwahati",1
"Porky's",4.2,250,50,0,0,1,0,0,0,"Chennai",1
"Pornima Pav Bhaji, Veg Chinese & Snacks",3.3,150,24,1,0,0,1,0,0,"Solapur",1
"Portico Affair",3.7,50,53,0,0,1,0,0,0,"Cuttack",1
"Porto's Cake Shop",4.1,100,35,0,0,0,0,0,1,"Lucknow",1
"Positive Lehar Cafe And Restro",3.5,150,33,0,1,1,1,1,0,"Udaipur",1
"Postik Platter",3.7,150,59,0,0,0,0,0,0,"Patna",1
"Posto Theke Pasta",4.3,50,50,0,0,1,0,0,0,"Kolkata",1
"Pot House Cafe",3.5,500,46,0,0,1,0,0,0,"Guwahati",1
"Pot Pizza - Kullad Pizza",3.0,150,36,0,0,0,0,0,0,"Vijayawada",1
"Potful - Claypot Biryanis",4.2,150,76,0,1,0,0,1,0,"Chennai",3
"Potful - Claypot Biryanis",4.3,150,75,0,1,0,0,1,0,"Bangalore",3
"Potful - Claypot Biryanis",4.4,250,76,0,1,0,0,1,0,"Hyderabad",3
"Potlam Biryani",4.1,150,30,0,0,0,0,1,0,"Warangal",1
"Potoba",4.0,150,29,0,1,0,0,1,0,"Mumbai",2
"Potoba",4.4,200,42,0,1,1,1,0,0,"Pune",2
"Potta Penchukundam",3.2,150,24,0,1,0,0,1,0,"Vijayawada",1
"Pou Hing",4.2,100,30,0,0,0,0,0,0,"Kolkata",1
"Poult",4.2,150,37,0,0,1,0,0,0,"Ahmedabad",1
"Pour Tous",4.3,250,35,0,1,0,0,1,0,"Patna",1
"Praangan Restaurant",3.8,250,59,1,1,0,1,0,0,"Indore",1
"Prabhat Cafe",4.2,100,23,0,0,0,0,0,0,"Jalgaon",1
"Prabhat Foodies",4.0,150,38,0,1,1,0,0,0,"Dehradun",1
"Prabhat soda fountain",4.3,150,22,0,0,0,0,0,0,"Jalgaon",1
"Prabhu Ji Chhole Bhature",4.2,100,16,0,1,0,0,0,0,"Patiala",1
"Prabhuji Bakery",4.1,100,21,0,0,1,1,0,1,"Gaya",2
"Prabhuji Bakery",4.1,100,25,0,0,0,0,0,1,"Gaya",2
"Prabhuji Pure Food",3.5,150,37,1,1,1,1,0,0,"Patna",4
"Prabhuji Pure Food",3.8,100,36,1,1,1,1,0,0,"Kolkata",4
"Prabhuji Pure Food",3.9,200,37,1,1,0,1,0,0,"Dhanbad",4
"Prabhuji Pure Food",4.0,150,40,1,0,0,1,0,0,"Guwahati",4
"Prabhuji Snacks",3.3,100,25,0,1,1,0,0,0,"Gaya",1
"Prabodham Meeting Point",3.6,100,35,0,0,0,1,0,0,"Bhopal",1
"Pracheen By Historia Royal",3.2,400,44,0,1,1,1,0,0,"Udaipur",1
"Pracheen Petha",3.9,150,20,0,0,0,0,0,0,"Agra",1
"Prachi Dosa House",4.0,300,33,1,0,1,0,0,0,"Kanpur",1
"Pradeep Doodh Bhandar",4.0,300,19,0,0,0,1,0,0,"Jhansi",1
"Pradeep Kachauri And Dosa Hut",4.3,150,34,1,0,0,1,0,0,"Allahabad",1
"Pradeep Star Inn",4.3,100,46,0,1,1,0,0,0,"Gorakhpur",1
"Pradeep Store",4.1,250,28,0,0,1,0,0,0,"Agra",1
"Pradeep Sweets",4.5,100,28,0,0,0,1,0,0,"Darbhanga",1
"Pradhan Ji Malai Chaap Wale",3.6,200,28,0,1,0,1,0,0,"Meerut",1
"Praful Mithai Ghar",4.3,150,34,0,0,1,1,0,1,"Ahmedabad",1
"Pragati Sweets And Bakers",3.6,100,22,0,0,0,1,0,1,"Gorakhpur",1
"Prajapati Farali Khichdi",4.3,100,29,0,1,0,1,0,0,"Ahmedabad",1
"Prajapati Farali Khichdi Center",4.2,50,22,0,0,0,1,0,0,"Ahmedabad",1
"Prajapati Healthy Food Cafe",3.9,200,49,0,1,1,1,0,0,"NCR",1
"Prajapati Live Dhokla And Farali",3.6,150,20,0,0,0,1,0,0,"Ahmedabad",1
"Prakash And Brothers Dhaba",3.7,200,26,0,1,0,0,0,0,"Dehradun",1
"Prakash Bakery",3.8,200,32,0,0,0,0,0,1,"Surat",3
"Prakash Bakery",4.0,400,27,0,0,0,1,0,1,"Vadodara",3
"Prakash Bakery",4.1,100,27,0,0,0,1,0,1,"Vadodara",3
"Prakash Dosa",4.3,200,28,1,0,1,0,0,0,"Mumbai",1
"Prakash Hindu Hotel",3.6,200,28,0,1,0,0,1,0,"Kolkata",1
"Prakash Kulfi",4.3,50,23,0,0,0,0,0,0,"Nagpur",1
"Prakash Kulfi And Faluda",4.2,50,25,0,0,0,0,0,0,"Indore",1
"Prakash Masala Dosa",3.4,100,37,1,0,1,0,0,0,"Jabalpur",1
"Prakash Namkeen",4.1,50,19,0,0,0,1,0,0,"Indore",1
"Prakash Sweets-Ice Cream-Bakers",4.1,200,14,0,0,1,0,0,0,"Bareilly",1
"Prakriti Delux",4.3,150,34,1,1,0,0,1,0,"Bangalore",1
"Prakriti Multi Cuisine Restaurant",3.9,150,34,0,1,0,0,1,0,"Nellore",1
"Pralines & Cream",4.2,100,42,0,0,0,0,0,0,"Hyderabad",1
"Pramod Laddu Bhandar",4.5,250,27,0,0,0,0,0,0,"Patna",1
"Pramod Laddu Bhandar -Church Road",4.5,100,15,0,0,0,0,0,1,"Gaya",1
"Pranam - Hotel Navrang",3.5,300,35,0,1,0,0,0,0,"Kota",1
"Pranam Mithila",4.0,200,40,1,1,0,0,0,0,"Darbhanga",1
"Pranav Chaats",3.4,150,55,0,0,1,1,0,0,"Chennai",1
"Pranav Chats",3.3,200,49,0,0,1,1,0,0,"Chennai",1
"Pranav Dhaba",4.2,100,27,0,1,0,0,1,0,"Hyderabad",1
"Prankster",3.9,100,42,0,1,0,1,0,0,"Chandigarh",1
"Prantha Corner",3.9,200,29,0,1,0,0,0,0,"Chandigarh",1
"Prantha Factory",3.9,100,37,0,1,0,1,0,0,"Chandigarh",1
"Prantha Hub",4.0,350,38,0,1,0,1,0,0,"Chandigarh",1
"Prantha Lover",3.6,200,32,0,1,0,1,0,0,"Jalandhar",1
"Pranthas Hub",3.9,100,29,0,1,1,1,1,0,"Jalandhar",1
"Prantha's Hub",3.8,100,31,0,1,0,1,0,0,"Amritsar",1
"Pranthas Hut",3.9,100,23,0,1,0,0,0,0,"Jalandhar",1
"Pranzo Pizzas",3.9,200,54,0,0,1,0,0,0,"Coimbatore",1
"Prasad Chicken Pakodi",4.0,200,21,0,0,0,1,0,0,"Vijayawada",1
"Prasad Hotel",3.6,150,35,0,1,0,0,1,0,"Siliguri",1
"Prasadam",4.0,350,59,1,1,1,0,0,0,"Varanasi",1
"Prasadanam",4.1,150,30,1,0,0,0,0,0,"Ajmer",2
"Prasadanam",4.1,250,25,1,0,0,0,0,0,"Kota",2
"Prashadam Sweets & Restaurant",4.2,100,42,1,1,0,1,0,0,"Chandigarh",1
"Prasuma Momo Kitchen",4.2,250,30,0,0,0,0,0,0,"NCR",3
"Prasuma Momo Kitchen",4.3,200,52,0,0,0,1,0,0,"Bangalore",3
"Prasuma Momo Kitchen",4.4,100,47,0,0,1,1,0,0,"Mumbai",3
"Prathma By Jalaram's",3.9,200,30,0,1,0,0,1,0,"Raipur",1
"Pratiksha Roti Center",3.8,50,41,0,1,0,0,0,0,"Vadodara",1
"Pratul's Dawn Dhaba",4.2,300,41,0,1,0,0,0,0,"Guwahati",1
"Praveen Patties Corner",4.0,100,24,0,0,1,1,0,1,"Firozabad",1
"Prawn And Crab",4.2,200,39,1,1,1,0,1,0,"Puducherry",1
"Prayag Champaran Meat House",3.9,250,38,0,1,0,0,1,0,"Allahabad",1
"Prayag Express",3.5,200,36,0,1,1,0,0,0,"Allahabad",1
"Prayag Restaurant",4.3,150,27,1,0,0,0,0,0,"Jabalpur",1
"Prayosha Fast Food",4.1,150,51,0,0,1,0,0,0,"Surat",1
"Preet Corner",3.5,100,28,0,0,0,1,0,0,"Dhanbad",1
"Preet Da Dhaba",4.0,100,44,0,1,0,0,1,0,"Pune",1
"Preet Dhaba",4.2,300,21,0,1,1,1,0,0,"Ludhiana",1
"Preetam Bakes And Cakes",4.3,300,22,0,0,0,1,0,1,"Indore",1
"Preetham Restaurant & Bar",3.8,100,28,0,1,0,0,0,0,"Kolhapur",1
"Preeti Bhojanalaya",4.1,100,34,0,1,0,0,0,0,"Cuttack",1
"Preeti Dinning Hall",4.3,100,22,0,1,0,1,0,0,"Solapur",1
"Preety's Bakers",3.4,100,31,0,0,1,0,0,1,"Dhanbad",1
"Prem Bakery",3.2,100,26,0,0,0,0,0,1,"Ranchi",1
"Prem China Town - Chinese Fast Food",4.0,50,32,0,0,0,0,0,0,"Vadodara",1
"Prem Cold Centre",4.4,100,34,0,0,1,0,0,0,"Guwahati",1
"Prem Dhaba",4.2,350,24,0,1,1,0,0,0,"NCR",2
"Prem Dhaba",4.3,150,35,0,1,1,0,0,0,"Delhi NCR",2
"Prem Mevad Ice Cream",4.2,150,14,0,0,1,0,0,0,"Ahmedabad",1
"Prem Restaurant",3.3,200,43,0,1,0,0,1,0,"Patna",1
"Prem Sweets",4.2,150,35,0,1,1,0,0,1,"Moradabad",1
"Prema Vilas",4.2,150,47,1,0,0,0,0,0,"Kolkata",1
"Premanand's Cafe And Bakery",4.2,150,37,0,0,1,0,0,0,"Cuttack",1
"Premi Fast Food",4.1,200,24,1,0,1,0,0,0,"Ludhiana",1
"Premio Gelato",3.9,150,33,0,0,0,0,0,0,"Kanpur",1
"Premji Sweets And Namkeen",3.9,200,46,0,0,0,0,0,0,"Kanpur",1
"Prem's",4.2,100,39,0,1,0,0,0,0,"Pune",1
"Premvatika Restaurant",3.9,50,25,0,1,0,0,0,0,"Rajkot",1
"President Cottage",4.2,100,46,0,1,1,0,0,0,"Jalgaon",1
"President Dhaba",4.2,150,37,0,1,0,1,1,0,"Warangal",1
"Previty",3.8,300,36,0,0,1,0,0,0,"Ludhiana",1
"Prez Restaurant - Since 1976",3.5,200,26,0,1,1,1,0,0,"Dehradun",1
"Pride By Samrat - The Kitchen",4.3,150,40,0,1,0,0,0,0,"Jabalpur",1
"Pride Delicious",4.5,100,27,0,0,0,1,0,1,"Rajkot",1
"Pride Foods",3.8,200,16,0,0,1,0,0,0,"Vijayawada",1
"Pride Kitchen Hyderabadi Biryani",4.2,100,28,0,0,0,0,1,0,"Mumbai",1
"Pride Kitchen Hydrabadi Biryani",4.0,100,21,0,1,0,0,1,0,"Sangli",1
"Prima Farm Foods",3.5,150,43,0,0,1,0,1,0,"Bhubaneswar",1
"Prime Bakes",4.1,150,44,0,0,0,0,0,1,"Guwahati",1
"Prime Burger And Pizza",3.7,150,50,0,0,1,0,0,0,"NCR",1
"Prime Cake And Pastry",4.1,150,31,0,0,0,0,0,1,"Nagpur",1
"Prime Cakes",3.4,250,48,0,0,1,1,0,1,"Guwahati",3
"Prime Cakes",3.5,250,36,0,0,1,0,0,1,"Guwahati",3
"Prime Cakes",4.4,150,47,0,0,1,0,0,1,"Guwahati",3
"Prime Rose",4.0,250,47,0,0,0,0,0,0,"Goa",1
"Prince Bakers",4.0,150,21,0,0,0,0,0,1,"Jalandhar",1
"Prince Bhajipav",3.4,150,31,0,1,1,1,0,0,"Ahmedabad",1
"Prince Corner",4.0,100,33,1,0,1,1,0,0,"Ahmedabad",1
"Prince Faluda Ice Cream Center",4.3,150,27,0,0,0,0,0,0,"Udaipur",1
"Prince Fastfood",3.8,200,42,0,0,1,1,0,0,"Ahmedabad",1
"Prince Honey Restaurant",3.3,100,26,0,1,1,0,0,0,"Dehradun",1
"Prince Juice Bar",3.5,40,29,0,0,0,1,0,0,"Ludhiana",1
"Prince Restaurant",4.3,250,27,0,1,0,0,0,0,"Jaipur",1
"Prince Sweet And Namkeen",4.1,250,21,0,0,0,0,0,0,"Nagpur",1
"Princess Bakery",4.1,200,29,0,0,0,0,0,1,"Raipur",1
"Princess Biriyani",3.4,250,32,0,0,0,0,1,0,"Trichy",1
"Prins Cafe",4.3,200,35,0,0,1,0,0,0,"Coimbatore",1
"Pritam Da Dhaba",4.2,150,28,0,1,0,0,1,0,"Mumbai",1
"Pritam Dhaba",3.6,100,13,0,1,0,0,0,0,"Amritsar",1
"Pritam Pyara Sweets",4.1,150,35,0,0,1,1,0,0,"Ludhiana",1
"Prithvi Hotel",4.0,150,44,0,1,0,0,0,0,"Ahmedabad",1
"Prithvilok Restaurant",4.1,250,27,0,1,0,0,0,0,"Indore",1
"Priti's Kitchen",4.2,300,66,1,1,1,1,0,0,"Pune",1
"Prity's Kitchen",4.2,400,46,0,0,0,0,0,0,"Kolkata",1
"Priya",4.1,200,27,1,1,0,0,0,0,"Bhubaneswar",2
"Priya",4.4,100,24,1,0,1,0,0,0,"Pune",2
"Priya Bakers",4.3,200,29,0,0,1,0,0,1,"Jodhpur",1
"Priya Restaurant",3.1,100,29,0,1,0,0,0,0,"Dehradun",1
"Priyadarshini Grand",4.4,400,41,1,1,0,1,0,0,"Bangalore",1
"Priyadarshini Veg",4.4,150,44,1,1,0,1,0,0,"Bangalore",1
"Priyam",4.3,150,37,0,0,0,0,0,0,"Kolkata",1
"Priyanka ice cream corner",4.1,150,26,0,0,1,0,0,0,"Jalgaon",1
"Priyanka's Kitchen",3.5,50,33,0,1,0,0,0,0,"Ludhiana",1
"Priya's Champaran Kitchen",3.6,200,40,0,1,0,1,0,0,"Jodhpur",1
"Priyavardhan Reddy Chat Place",4.3,250,19,0,0,0,0,0,0,"Nellore",1
